"categories,"category_name"
"1406","Cardiothoracic Surgery"
"1339","Cardiovascular Medicine"
"2895","Care & Restoration Of Antiques"
"726","Care Of The Elderly"
"727","Care Of The Mentally Ill"
"821","Careers Guidance"
"3366","Careers Guidance"
"1830","Carpentry"
"1683","Cartography, Map-making & Projections"
"2539","Cartoons"
"2979","Cartoons & Comic Strips"
"2959","Carving & Modelling, Moulding & Casting"
"53","Carvings: Artworks"
"1276","Case Law"
"119","Castles & Fortifications"
"1584","Catalysis"
"2998","Cats As Pets"
"737","Causes & Prevention Of Crime"
"131","Celebrity Biographies & Books"
"2860","Celebrity Chefs"
"1612","Cellular Biology (cytology)"
"1313","Cellular Physiology"
"3212","Celtic Religion & Mythology"
"861","Central Government"
"862","Central Government Policies"
"1736","Ceramics & Glass Technology"
"59","Ceramics: Artworks"
"1888","Cereal Crops"
"2844","Chakras, Auras & Spiritual Energy"
"203","Chamber Ensembles"
"3318","Chamber Ensembles"
"1517","Chaos Theory"
"2459","Characters"
"729","Charities, Voluntary Services & Philanthropy"
"910","Chemical & Biological Weapons"
"1727","Chemical Engineering"
"1048","Chemical Industries"
"1571","Chemical Physics"
"1573","Chemistry Books"
"1336","Chemotherapy"
"759","Child & Developmental Psychology"
"650","Child Abuse"
"2800","Child Care & Upbringing"
"724","Child Welfare"
"2455","Children's Books"
"2576","Children's Buddhist Books"
"2571","Children's Christian Books"
"2488","Children's Fiction"
"2562","Children's Foreign Language Books"
"2592","Children's Foreign Language Dictionaries"
"2529","Children's Gardening Books"
"2490","Children's General Story Books"
"2563","Children's Geography Books"
"2597","Children's Health Books"
"2540","Children's Hobby & Gaming Books"
"307","Children's Literature Studies: General"
"2510","Children's Music Books"
"2589","Children's Reference Books"
"2613","Children's Religious Books"
"2543","Children's Sports Books"
"2615","Children's Stationery"
"2838","Chinese Medicine & Acupuncture"
"1437","Chiropody & Podiatry"
"1457","Chiropractic & Osteopathy"
"177","Choral Music"
"3292","Choral Music"
"150","Choreography"
"3265","Choreography"
"3172","Christian Aspects Of Sexuality, Gender & Relationships"
"3134","Christian Books"
"3136","Christian Churches & Denominations"
"3179","Christian Communities & Monasticism"
"3171","Christian Counselling"
"3161","Christian Hymnals"
"3174","Christian Institutions & Organizations"
"3170","Christian Instruction"
"3175","Christian Leaders & Leadership"
"3168","Christian Life & Practice"
"3159","Christian Liturgy, Prayerbooks & Hymnals"
"3176","Christian Ministry & Pastoral Activity"
"3178","Christian Mission & Evangelism"
"3165","Christian Prayer"
"3160","Christian Prayerbooks"
"3169","Christian Sacraments"
"3163","Christian Sermons"
"3177","Christian Social Thought & Activity"
"3166","Christian Spirituality & Religious Experience"
"3162","Christian Theology"
"3164","Christian Worship, Rites & Ceremonies"
"1575","Chromatography"
"3138","Church History"
"2891","Cigars & Smoking"
"1080","Cinema Industry"
"89","Cinematography, Television Camerawork"
"1794","Circuits & Components"
"395","Circulation Services (eg Interlibrary Loans)"
"163","Circus"
"3278","Circus"
"1177","Citizenship & Nationality Law"
"2567","Citizenship & Social Education"
"123","City & Town Planning - Architectural Aspects"
"1102","Civil Codes / Civil Law"
"905","Civil Defence"
"1810","Civil Engineering, Surveying & Building"
"1149","Civil Procedure, Litigation & Dispute Resolution"
"1154","Civil Procedure: Law Of Evidence"
"1150","Civil Remedies"
"875","Civil Rights & Citizenship"
"1090","Civil Service & Public Sector"
"2830","Clairvoyance & Precognition"
"335","Classic Books & Novels"
"2489","Classic Books for Children"
"351","Classic Horror"
"2625","Classic Horror"
"353","Classic Science Fiction"
"2627","Classic Science Fiction"
"3113","Classic Travel Writing"
"2702","Classical Greek & Roman Archaeology"
"2654","Classical History / Classical Civilisation"
"1542","Classical Mechanics"
"2046","Client-Server Networking"
"3093","Climbing & Mountaineering"
"1324","Clinical & Internal Medicine"
"1377","Clinical Psychology"
"1287","Clinical Trials"
"1749","Clocks, Chronometers & Watches (horology)"
"1040","Coal & Solid Fuel Industries"
"403","Coding Theory & Cryptology"
"770","Cognition & Cognitive Psychology"
"756","Cognitivism, Cognitive Theory"
"2896","Coins, Banknotes, Medals, Seals (numismatics)"
"2676","Cold War"
"1937","Collaboration & Group Software"
"49","Collage & Photomontage"
"815","Colleges Of Further Education"
"3360","Colleges Of Further Education"
"816","Colleges Of Higher Education"
"3361","Colleges Of Higher Education"
"1583","Colloid Chemistry"
"13","Colonial Art"
"2670","Colonialism & Imperialism"
"2462","Colouring & Painting Books"
"2477","Colours"
"3074","Combat Sports & Self-defence"
"1512","Combinatorics & Graph Theory"
"98","Comic Book & Cartoon Art"
"1160","Commercial Law"
"971","Commodities"
"1101","Common Law"
"409","Communication Studies"
"2716","Communication Studies"
"1802","Communications Engineering / Telecommunications"
"396","Community & Outreach Services"
"1431","Community Nursing"
"1167","Company Law"
"1009","Company Secretary: Role & Responsibilities"
"1159","Company, Commercial & Competition Law"
"1106","Comparative Law"
"842","Comparative Politics"
"3124","Comparative Religion"
"1170","Competition Law / Antitrust Law"
"1986","Compilers"
"1456","Complementary Medicine"
"2831","Complementary Therapies, Healing & Health"
"1491","Complex Analysis, Complex Variables"
"269","Computational Linguistics"
"1771","Computer Aided Manufacture (CAM)"
"2060","Computer Architecture & Logic Design"
"2031","Computer Certification"
"2036","Computer Certification: CLAiT"
"2033","Computer Certification: Cisco"
"2035","Computer Certification: CompTia"
"2034","Computer Certification: ECDL"
"2032","Computer Certification: Microsoft (eg MCSE)"
"2039","Computer Fraud & Hacking"
"2542","Computer Game Guides"
"1942","Computer Games Design"
"1949","Computer Hardware"
"2045","Computer Networking & Communications"
"1983","Computer Programming / Software Development"
"2056","Computer Science"
"2037","Computer Security"
"2040","Computer Viruses, Trojans & Worms"
"2070","Computer Vision"
"1940","Computer-aided Design (CAD)"
"1897","Computing"
"1898","Computing: General"
"114","Concert Halls, Arenas, Stadia"
"1552","Condensed Matter Physics (liquid State & Solid State Physics)"
"1328","Congenital Diseases & Disorders"
"158","Conjuring & Magic"
"3273","Conjuring & Magic"
"1827","Conservation Of Buildings & Building Materials"
"1694","Conservation Of The Environment"
"1695","Conservation Of Wildlife & Habitats"
"848","Conservatism & Right-of-centre Democratic Ideologies"
"668","Conspiracy Theories"
"853","Constitution: Government & The State"
"1176","Constitutional & Administrative Law"
"1174","Construction & Engineering Law"
"1065","Construction & Heavy Industry"
"1066","Construction Industry"
"987","Consultancy & Grants For Businesses"
"2807","Consumer Advice"
"1263","Consumer Protection Law"
"665","Consumerism"
"2939","Container Gardening"
"153","Contemporary Dance"
"3268","Contemporary Dance"
"334","Contemporary Fiction"
"1171","Contract Law"
"1248","Conveyancing Law"
"2870","Cookery By Ingredient"
"2878","Cookery Dishes & Courses"
"2864","Cookery For Dietary Conditions"
"2861","Cooking For One"
"2868","Cooking For Parties"
"2867","Cooking For/with Children"
"2872","Cooking With Chicken & Other Poultry"
"2876","Cooking With Dairy Products"
"2873","Cooking With Fish & Seafood"
"2874","Cooking With Herbs & Spices"
"2871","Cooking With Meat & Game"
"2783","Coping With Anxiety & Phobias"
"2785","Coping With Death & Bereavement"
"2779","Coping With Disability"
"2782","Coping With Drug & Alcohol Abuse"
"2781","Coping With Eating Disorders"
"2778","Coping With Illness"
"2780","Coping With Old Age"
"2777","Coping With Personal Problems"
"2784","Coping With Stress"
"1239","Copyright Law"
"1674","Coral Reefs"
"742","Corporate Crime"
"967","Corporate Finance"
"1007","Corporate Governance & Responsibilities"
"1266","Corporate Tax"
"1412","Cosmetic Surgery"
"1733","Cosmetics Technology"
"2911","Cosmetics, Hair & Beauty"
"1536","Cosmology & The Universe"
"730","Counselling & Advice Services"
"186","Country & Western Music"
"3301","Country & Western Music"
"2995","Countryside, Country Life"
"1146","Courts & Procedure"
"2942","Crafts & Hobbies"
"1442","Creative Therapy (eg Art, Music, Drama)"
"247","Creative Writing & Creative Writing Guides"
"969","Credit & Credit Institutions"
"3027","Cricket"
"336","Crime"
"736","Crime & Criminology"
"2617","Crime Fiction"
"2685","Crimean War"
"738","Criminal Investigation & Detection"
"1191","Criminal Justice Law"
"1190","Criminal Law & Procedure"
"765","Criminal Or Forensic Psychology"
"1201","Criminal Procedure"
"1203","Criminal Procedure: Law Of Evidence"
"1109","Criminology: Legal Aspects"
"1409","Critical Care Surgery"
"3110","Cruises"
"1636","Crustaceans"
"1591","Crystallography"
"2843","Crystals & Colour-healing"
"634","Cultural Studies"
"798","Curriculum Planning & Development"
"3343","Curriculum Planning & Development"
"1014","Customer Services"
"401","Cybernetics & Systems Theory"
"3063","Cycling"
"2549","Cycling, Boarding & Skating (Children's/YA)"
"1369","Cytopathology"
"2919","DIY: Carpentry & Woodworking"
"2917","DIY: General"
"2918","DIY: House Maintenance Manuals"
"1601","DNA & Genome"
"1884","Dairy Farming"
"1818","Dams & Reservoirs"
"149","Dance"
"3264","Dance"
"148","Dance & Other Performing Arts"
"3263","Dance & Other Performing Arts"
"402","Data Analysis: General"
"2014","Data Capture & Analysis"
"2044","Data Encryption"
"2016","Data Mining"
"1237","Data Protection Law"
"2015","Data Warehousing"
"2012","Database Design & Theory"
"2003","Database Programming"
"2021","Database Software"
"2011","Databases"
"2020","Databases & The Web"
"2793","Dating, Relationships, Living Together & Marriage"
"2604","Death & Bereavement"
"1971","Debian"
"404","Decision Theory: General"
"2731","Deconstructionism, Structuralism, Post-structuralism"
"62","Decorative Arts"
"2955","Decorative Finishes & Surfaces"
"2956","Decorative Wood & Metalwork"
"902","Defence Strategy, Planning & Research"
"1698","Deforestation"
"1673","Deltas, Estuaries, Coastal Regions"
"885","Demonstrations & Protest Movements"
"1366","Dentistry"
"1346","Dermatology"
"2582","Design & Technology"
"1941","Desktop Publishing"
"2882","Desserts"
"1729","Detergents Technology"
"947","Development Economics"
"2761","Development Economics"
"411","Development Studies"
"2718","Development Studies"
"1610","Developmental Biology"
"1343","Diabetes"
"261","Dialect, Slang & Jargon"
"232","Diaries, Letters & Journals"
"242","Dictionaries & Dictionary Books"
"240","Dictionaries & Languages"
"379","Dictionaries Of Biography (Who's Who)"
"380","Dictionaries Of Quotations"
"2590","Dictionaries for Kids"
"1294","Dietetics & Nutrition"
"2788","Diets & Dieting"
"1501","Differential & Riemannian Geometry"
"1493","Differential Calculus & Equations"
"1946","Digital Animation"
"1902","Digital Lifestyle"
"1911","Digital Music: Consumer/user Guides"
"1945","Digital Music: Professional"
"1912","Digital Photography: Consumer/user Guides"
"1915","Digital TV & Media Centres: Consumer/user Guides"
"1948","Digital Video: Professional"
"2523","Dinosaurs"
"2986","Dinosaurs & The Prehistoric World"
"866","Diplomacy"
"1121","Diplomatic Law"
"383","Directories"
"2606","Disability"
"1261","Disability & The Law"
"653","Disability: Social Aspects"
"168","Discographies & Buyer's Guides"
"3283","Discographies & Buyer's Guides"
"1483","Discrete Mathematics"
"1206","Discrimination In Employment Law"
"1327","Diseases & Disorders"
"1311","Dissection"
"2019","Distributed Databases"
"2052","Distributed Systems"
"1003","Distribution & Warehousing Management"
"1068","Distributive Industries"
"1283","Doctor/patient Relationship"
"139","Documentary Films"
"3254","Documentary Films"
"3000","Dog Obedience & Training"
"2999","Dogs As Pets"
"2997","Domestic Animals & Pets"
"934","Domestic Trade"
"2748","Domestic Trade"
"652","Domestic Violence"
"2512","Drama"
"46","Drawing"
"2841","Dreams & Their Interpretation"
"1692","Drought & Water Supply"
"655","Drug & Substance Abuse: Social Aspects"
"3021","Drug Abuse In Sport"
"780","Drug-induced States"
"2605","Drugs & Addiction"
"740","Drugs Trade / Drug Trafficking"
"1547","Dynamics & Statics"
"1762","Dynamics & Vibration"
"1162","E-commerce Law"
"982","E-commerce: Business Aspects"
"2055","EDI (electronic Data Interchange)"
"309","ELT Background & Reference Material"
"317","ELT Background Readers"
"313","ELT Dictionaries & Reference"
"322","ELT Examination Practice Tests"
"316","ELT Graded Readers"
"315","ELT Grammar & Vocabulary"
"318","ELT Literature & Fiction Readers"
"319","ELT Non-book Material & Resources"
"312","ELT Resource Books For Teachers"
"321","ELT Self-study Texts"
"320","ELT Workbooks, Practice Books & Exercises"
"330","ELT: English For Academic Purposes"
"329","ELT: English For Business"
"328","ELT: English For Specific Purposes"
"332","ELT: English For Travel & Communications"
"314","ELT: Learning Material & Coursework"
"325","ELT: Listening Skills"
"326","ELT: Reading Skills"
"324","ELT: Speaking / Pronunciation Skills"
"323","ELT: Specific Skills"
"310","ELT: Teaching Theory & Methods"
"327","ELT: Writing Skills"
"872","EU & European Institutions"
"2655","Early History: C 500 To C 1450/1500"
"2471","Early Learning"
"1649","Early Man"
"2657","Early Modern History: C 1450/1500 To C 1700"
"171","Early Music (up To C 1000 CE)"
"3286","Early Music (up To C 1000 CE)"
"1652","Earth Sciences"
"1651","Earth Sciences, Geography, Environment, Planning"
"3010","Earth: Natural History General"
"1815","Earthquake Engineering"
"188","Easy Listening, MOR Music"
"3303","Easy Listening, MOR Music"
"1397","Eating Disorders & Therapy"
"1105","Ecclesiastical (canon) Law"
"3236","Eclectic & Esoteric Religions & Belief Systems"
"3103","Eco-tourist Guides"
"1597","Ecological Science, The Biosphere"
"939","Econometrics"
"2753","Econometrics"
"941","Economic Forecasting"
"2755","Economic Forecasting"
"1677","Economic Geography"
"1661","Economic Geology"
"938","Economic Growth"
"2752","Economic Growth"
"955","Economic History"
"2769","Economic History"
"940","Economic Statistics"
"2754","Economic Statistics"
"952","Economic Systems & Structures"
"2766","Economic Systems & Structures"
"930","Economic Theory & Philosophy"
"2744","Economic Theory & Philosophy"
"929","Economics"
"2743","Economics"
"935","Economics Of Industrial Organisation"
"2749","Economics Of Industrial Organisation"
"3158","Ecumenism"
"2553","Education"
"1254","Education & The Law"
"792","Education: Care & Counselling Of Students"
"3337","Education: Care & Counselling Of Students"
"836","Educational Equipment & Technology, Computer-aided Learning (CAL)"
"3381","Educational Equipment & Technology, Computer-aided Learning (CAL)"
"786","Educational Psychology"
"3331","Educational Psychology"
"787","Educational Strategies & Policy"
"3332","Educational Strategies & Policy"
"838","Educational Visits & Field Trips"
"3383","Educational Visits & Field Trips"
"2700","Egyptian Archaeology / Egyptology"
"1188","Election Law"
"854","Elections & Referenda"
"1789","Electric Motors"
"1784","Electrical Engineering"
"1790","Electrician Skills"
"1557","Electricity, Electromagnetism & Magnetism"
"1585","Electrochemistry & Magnetochemistry"
"57","Electronic & Video Art"
"1795","Electronic Devices & Materials"
"2049","Electronic Mail (email): Professional"
"195","Electronic Music"
"3310","Electronic Music"
"210","Electronic Musical Instruments"
"3325","Electronic Musical Instruments"
"1792","Electronics & Communications Engineering"
"1793","Electronics Engineering"
"1909","Email: Consumer/user Guides"
"2945","Embroidery Crafts"
"1320","Embryology"
"732","Emergency Services"
"1026","Employee-ownership & Co-operatives"
"1205","Employment & Labour Law"
"937","Employment & Unemployment"
"2751","Employment & Unemployment"
"2593","Encyclopaedias"
"376","Encyclopaedias & Reference Works"
"1696","Endangered Species & Extinction Of Species"
"1342","Endocrinology"
"1549","Energy"
"1175","Energy & Natural Resources Law"
"1788","Energy Conversion & Storage"
"1039","Energy Industries & Utilities"
"1777","Energy Technology & Engineering"
"1713","Engineering Graphics & Technical Drawing"
"1716","Engineering Measurement & Calibration"
"1774","Engineering Skills & Trades"
"1760","Engineering Thermodynamics"
"1710","Engineering: General"
"1757","Engines & Power Transmission"
"2681","English Civil War"
"2556","English Language"
"2558","English Language: Reading & Writing Skills"
"2557","English Language: Reading Schemes"
"2560","English Literature"
"1933","Enterprise Software"
"1210","Entertainment & Media Law"
"985","Entrepreneurship"
"1686","Environment"
"1217","Environment Law"
"1214","Environment, Transport & Planning Law"
"2705","Environmental Archaeology"
"948","Environmental Economics"
"2762","Environmental Economics"
"1293","Environmental Factors"
"1390","Environmental Medicine"
"1834","Environmental Monitoring"
"1833","Environmental Science, Engineering & Technology"
"1687","Environmentalist Thought & Ideology"
"1688","Environmentalist, Conservationist & Green Organizations"
"111","Environmentally-friendly Architecture & Design"
"1609","Enzymology"
"1297","Epidemiology & Medical Statistics"
"3054","Equestrian & Animal Sports"
"1461","Equine Veterinary Medicine"
"1222","Equity & Trusts"
"1712","Ergonomics"
"86","Erotic & Nude Photography"
"74","Erotic Art"
"356","Erotic Fiction"
"340","Espionage"
"2621","Espionage"
"868","Espionage & Secret Services"
"1900","Ethical & Social Aspects Of Computing"
"671","Ethical Issues & Debates"
"672","Ethical Issues: Abortion & Birth Control"
"674","Ethical Issues: Censorship"
"677","Ethical Issues: Pornography & Obscenity"
"678","Ethical Issues: Prostitution & Sex Industry"
"676","Ethical Issues: Scientific & Technological Developments"
"2740","Ethics & Moral Philosophy"
"691","Ethnic Minorities & Multicultural Studies"
"690","Ethnic Studies"
"1499","Euclidean Geometry"
"2644","European History"
"3014","Events & Organisations"
"1599","Evolution"
"1326","Examination Of Patients"
"799","Examinations & Assessment"
"3344","Examinations & Assessment"
"1926","Excel"
"795","Exclusions / Dropping Out Of School"
"3340","Exclusions / Dropping Out Of School"
"2789","Exercise & Workout Books"
"70","Exhibition Catalogues & Specific Collections"
"3114","Expeditions"
"766","Experimental Psychology"
"2064","Expert Systems / Knowledge-based Systems"
"1866","Explosives Technology & Pyrotechnics"
"837","Extra-curricular Activities"
"3382","Extra-curricular Activities"
"3022","Extreme Sports"
"813","Faith (religious) Schools"
"3358","Faith (religious) Schools"
"2499","Family"
"2791","Family & Relationships"
"2601","Family Break-Up"
"2600","Family Issues"
"1223","Family Law"
"1227","Family Law: Children"
"1224","Family Law: Marriage & Divorce"
"761","Family Psychology"
"647","Famine"
"355","Fantasy"
"2629","Fantasy Books"
"2496","Fantasy Books for Kids"
"2996","Farm & Working Animals"
"2525","Farm Animals"
"850","Fascism & Nazism"
"1078","Fashion & Beauty Industries"
"637","Fashion & Society"
"2910","Fashion & Style Guides"
"103","Fashion & Textiles: Design"
"104","Fashion Design & Theory"
"658","Feminism & Feminist Theory"
"2852","Feng Shui"
"1858","Fibre Optics"
